label,sentence,label_id
neutral,at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,2
neutral,"Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business .",2
neutral,"Neste Oil said it will build a biodiesel production facility in Rotterdam , the Netherlands , at an estimated cost of 670 million euros , naming France-based Technip as the project 's main contractor .",2
neutral,"Oriola-KD , headquartered in Espoo , Finland , is a leading distributor of pharmaceutical and healthcare products with 1,300 employees in the Nordic and Baltic countries .",2
positive,"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",0
neutral,"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",2
negative,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,1
neutral,Decisions are to be made as quickly as possible .,2
negative,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",1
neutral,"An of the invention , released by the Patent Office , said : `` The chambers are pressurized .",2
positive,Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,0
neutral,"Typically , the transmission power level can be decreased when the interference noise is above a predefined value .",2
neutral,Delhaize Le Lion has selected the Aldata G.O.L.D. Vocal PDA solution on the Motorola WT4090 PDA terminal .,2
neutral,"YIT acquired investment rights to a 10,000 square metre residential project in Yaroslavl and to a 16,400 square metre project in Moscow .",2
neutral,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",2
neutral,Deliveries by Outotec will take place over 30 months .,2
neutral,His resignation will take effect immediately .,2
positive,"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",0
neutral,"Following the move , Stora Enso holding in NewPage will remain unchanged .",2
negative,"Kiosk and cinema operations have suffered , in particular .",1
neutral,The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .,2
neutral,"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas .",2
negative,Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,1
neutral,The new B shares carry the right to dividend and other shareholder rights with effect from today .,2
neutral,Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,2
neutral,Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,2
neutral,M-real will start statutory employer-employee negotiations at the +_+Ænekoski board mill that concern about 130 people .,2
neutral,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",2
positive,Acquisitions have been made and businesses have been well integrated .,0
positive,Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,0
negative,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",1
neutral,The deal is subject to approval by the Norwegian competition authorities .,2
neutral,Protalix is developing genetically engineered proteins from plant cells .,2
neutral,"France T+_l+_com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .",2
neutral,Also Chile is an important market area for forest machine companies .,2
neutral,The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,2
neutral,"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",2
neutral,"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .",2
neutral,"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",2
negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",1
positive,"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .",0
neutral,This release is not an offer of securities for sale into the United States or elsewhere .,2
negative,25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,1
neutral,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",2
neutral,"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .",2
neutral,"In 2010 , the Marimekko Group s net sales were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was EUR 8,169 thousand ( EUR 6,291 thousand ) .",2
negative,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",1
neutral,Approval by shareholders of Cencorp in accordance with Finnish law .,2
neutral,"Jeder Beta-Tester erh+Ælt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+¦glichkeit , die finale Version zu beeinflussen .",2
neutral,"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",2
neutral,Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,2
neutral,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,2
positive,Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .,0
neutral,"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",2
positive,"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",0
neutral,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,2
neutral,"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain .",2
